Cell Line,Tissue,H3K4me0,H3K4me1,H3K4me2,H3K4ac1,H3K9me0K14ac0,H3K9me1K14ac0,H3K9me2K14ac0,H3K9me3K14ac0,H3K9ac1K14ac0,H3K9me0K14ac1,H3K9me1K14ac1,H3K9me2K14ac1,H3K9me3K14ac1,H3K9ac1K14ac1,H3K18ac0K23ac0,H3K18ac1K23ac0,H3K18ac0K23ac1,H3K18ac1K23ac1,H3K18ac0K23ub1,H3K27me0K36me0,H3K27me0K36me1,H3K27me0K36me2,H3K27me0K36me3,H3K27me1K36me0,H3K27me1K36me1,H3K27me1K36me2,H3K27me1K36me3,H3K27me2K36me0,H3K27me2K36me1,H3K27me2K36me2,H3K27me3K36me0,H3K27me3K36me1,H3K27ac1K36me0,H3K27ac1K36me1,H3K27ac1K36me2,H3K27ac1K36me3,H3.3K27me0K36me0,H3K56me0,H3K56me1,H3K79me0,H3K79me1,H3K79me2,Medium Condition
HS746T,Stomach,0.053573323,-1.087223605,-0.355932346,0.234524361,0.17382242,-0.207293233,-0.583417094,0.507673897,-0.280110048,0.407743136,0.037470855,0.14248721,0.141734501,-0.522597391,0.060661006,0.131860133,-0.004593607,-0.258545056,,0.860048514,0.130893418,0.022090659,0.209392834,0.654206416,-0.416392674,-0.957558623,-0.551364925,0.570924069,-0.46693416,-1.493824794,0.224911812,-0.334489717,1.287620349,0,-0.236103286,-0.283468022,0.194704149,0.170396183,,-0.063960762,-0.403185081,-0.332998648,RPMI
LU65,Lung,0.343285266,-0.875878445,-0.434504725,0.292478744,0.497356287,0.395944412,0.071910585,0.23168109,0.434266188,0.570562169,0.163540056,0.024376026,-0.135070892,0.436805463,0.184746591,0.304243501,0.172222207,0.168679951,,0.093693909,-0.28637613,-1.148852212,-1.091538412,0.655223385,-0.023366953,-0.747155027,-0.487553741,0.756905274,0.160190154,-0.259601448,0.284230159,0.121577366,0.508969954,-0.331140951,-0.540871287,-0.874367066,-0.359531801,0.241436273,,0.288735259,-0.248604865,-0.905551656,RPMI
SNUC2A,Large Intestine,0.26849093,-1.283800961,-0.477876631,-3.443024692,-0.235185229,0.12887005,0.350403342,0.187549491,-0.364006592,0.583170258,0.425077026,0.584118787,0.674031541,-0.074454804,0.198802942,0.923216787,0.039055549,0.779976815,1.692368609,0.063847018,0.103158478,0.113309497,0.1375651,-0.304939517,0.264120306,0.062077404,0.105832439,-0.159597773,0.627847949,0.733724727,-0.531042386,0.757184239,1.231433464,0.975884332,0.388406683,0.618328994,0.803614201,0.134768678,0.40446017,-0.037190256,0.3654308,0.67350084,RPMI
HEC151,Endometrium,-0.001856927,-0.851177082,-0.31498467,-0.020467583,-0.11053053,-0.005943957,0.270168035,0.093298704,-0.576261679,-0.080730892,0.110517231,0.202454712,0.332410659,-0.417314734,-0.0771041,-0.230850985,0.261362675,-0.109529994,0.474268052,0.596306634,-0.103210847,-0.272799356,0.17196892,0.734965974,-0.409788719,-0.478091702,0.25501765,1.220896055,-0.700649526,-1.594574431,0.601577833,-0.898879794,1.243767658,0.047770657,-0.336026726,0.16010093,0.198985254,0.000806943,0.219106691,-0.083051734,-0.186509933,-0.111969702,EMEM
MSTO211H,Pleura,-0.003644777,-0.454736623,0.139331054,-0.306272015,-0.167002805,-0.14853565,-0.245123876,0.169998809,-0.275036345,-0.164388068,-0.052342841,-0.144160744,-0.432827304,-0.241971814,-0.126197646,-0.396857587,0.028568965,-0.017980322,,1.173170474,0.605191393,0.546408634,0.534729292,0.633740623,0.064588369,-0.114603062,-0.222554905,-0.185668821,-0.287249148,-0.915144686,-0.642116511,-0.475673482,-0.507717407,-0.810681472,0.409725308,-0.136166447,-0.522121123,-0.188328735,,-0.133140629,-0.577694219,-1.10283317,RPMI
RAJI,Haematopoietic And Lymphoid Tissue,0.051013453,-0.139080109,0.091453889,-0.054850418,0.396146253,-0.143401706,-0.028382962,0.115147816,-0.104744975,-0.541018852,-0.108737198,-0.112968902,-0.60458487,-0.468355729,0.179872068,-0.227953752,-0.578184395,-0.586995584,,-0.126015384,-0.63802468,-0.399651422,0.005109585,0.427848322,-0.680789215,-0.881918061,0.243230085,1.196665157,0.327416054,-0.796174083,0.628293851,0.055718196,0.521653471,-1.256703919,-0.999716929,-0.11808143,0.00802286,0.136469197,,0.352818642,0.019297591,0.456353336,RPMI
SKMEL1,Skin,0.042392395,0.246442761,-0.066629006,0.50690011,-0.004305356,-0.135222841,-0.490940377,-0.694529421,1.012413236,0.929624949,0.785499958,0.708503892,0.033247789,1.46847134,0.040831472,0.262218786,0.954487572,1.139226945,,-0.927449201,-1.077933716,-1.002266727,-1.087628817,-1.209784643,-0.583191727,-0.019289919,-0.017135798,-0.875923652,0.222029353,0.833338208,0.38610055,0.931357597,-0.737932282,-0.049092327,0.147305753,-0.388726559,-1.116197702,0.040949112,,-0.033606691,0.485184374,0.535047645,RPMI
SUPT1,Haematopoietic And Lymphoid Tissue,-0.089839793,-1.332841108,-0.425511283,0.656432124,-0.239654766,-0.490586371,-0.438727611,-0.682900305,0.050614017,0.827303007,0.772905745,0.498920657,0.103122847,0.863129556,-0.270583075,0.24451823,0.124095692,0.416756426,-0.544603952,-0.277297433,-0.236274144,0.682984754,-0.667685534,-0.566884739,-0.03318812,-0.816916826,-0.455700727,-0.453031477,0.144159868,0.417111046,0.155550558,0.253197216,0.312175706,0.636706103,0.228429282,0.034811956,-0.611653792,-0.202034386,-0.779372183,-0.296078208,-0.476628297,-0.969013697,RPMI
JHH7,Liver,-0.085336402,0.636965057,0.459191522,-1.424957804,-0.636349813,-0.233705247,-0.291137658,-0.280522265,-0.255261011,0.309198055,0.784015067,0.713755857,0.342591998,0.324580823,-0.334474794,0.498401595,0.401247198,1.050056823,0.67838946,0.218988633,0.186405528,0.088725327,-0.341588688,0.091001887,0.093751686,0.28380739,-0.420293696,-0.040267462,-0.032709672,0.020705726,0.083625479,0.220614064,2.127909296,1.083924775,1.038483021,0.561015976,-0.247009071,-0.217582572,0.111558291,-0.177258332,-0.252757973,-0.377115096,RPMI
HCC38,Breast,-0.364601711,-0.542922983,-0.074933618,-1.359314698,-0.649376105,0.009457091,-0.268828574,-0.981211321,-0.561360315,-0.609146909,-0.152489743,-0.25153292,-0.458203676,-1.032413175,-0.385129103,-0.215146531,-0.150819292,-0.061383407,0.095534577,-0.619071924,-0.068747805,-0.447154698,0.17636793,-0.86524151,-0.21275742,0.030460695,-0.172161647,-0.266582461,0.221851166,-0.13696651,-0.679660425,-0.236015863,0.047643224,0.365926553,0.309338235,-0.580944677,0.214153759,-0.374048735,-0.213168612,-0.35924327,1.305783218,-0.87969756,RPMI
DU4475,Breast,-0.08574744,-0.077174056,0.05699578,1.130132679,0.025210597,-0.169315854,-0.360248757,-0.475368517,1.191569157,0.555503941,0.210578311,0.239839647,0.485787129,1.056529976,-0.699473599,0.033746192,0.36310811,1.080885119,-0.801315324,-0.878593066,-0.586756727,-0.617190591,-0.300458877,-0.801265691,-0.502648836,0.220163699,0.463603927,-1.029327259,-0.207529876,0.33183728,0.684600815,0.697670997,-0.486471992,0.227976121,0.239245765,0.093437516,-0.187006439,-0.292727108,0.056574518,0.061083162,0.217932849,0.946346541,RPMI
NCIH1573,Lung,0.236971088,0.650462269,0.10895403,-1.765976423,0.327960899,0.414192606,-0.332534522,0.242790909,1.662932065,0.868347142,0.406413276,-0.034543379,-0.183815816,1.644174434,-0.084025754,0.943766276,0.42424323,1.483152435,,-0.076518559,-0.825337084,-1.509787133,-0.141233386,-0.092117512,-0.418622471,-0.240503635,0.496362734,-0.15983893,0.547248021,0.312399873,-0.329371603,0.534765157,0.443262954,0.390658884,0.164785071,-0.418423434,0.297631782,0.063050588,-0.006919434,-0.026360627,0.043545411,0.162099877,DMEM-F12 wGln wPyr
NCIH508,Large Intestine,-0.022311594,-0.323493416,-0.648369957,0.266539767,-0.389250635,0.178260006,0.194229206,-0.418555779,0.061467042,0.297571102,0.463303667,0.370648866,0.537918872,0.012999784,0.08354741,0.059733276,0.00540343,-0.106136729,,-1.536391765,-1.523326263,-0.990327406,-0.707809294,-0.632296121,-1.147436496,-1.03744806,-0.023532904,0.151513408,0.213949813,-0.504460047,1.026487398,1.038231892,-1.620591519,-1.554535067,-1.810104672,-1.150015414,0.593883249,-0.055274344,,-0.042364317,-0.105957144,-0.418717342,RPMI
NCIH1651,Lung,0.31249561,0.738482606,0.668914476,0.127905368,-0.213141472,-0.15543679,0.386970876,0.666350372,-0.203443445,-0.232870135,-0.208957679,0.031456315,0.531080187,-0.100312061,0.244049215,0.412923173,-0.529998246,0.053477313,,0.142559748,0.522332509,0.730821182,0.209272253,0.149752793,0.470557611,0.773399268,0.548165795,-0.28720036,0.064395435,0.355128714,-0.946088451,-0.714190694,0.165366423,0.54445836,0.851930055,0.779973342,-1.078872076,0.152862117,,0.035758448,0.391534281,0.597874572,DMEM-F12 wGln wPyr
SKUT1,Soft Tissue,0.197694841,-0.545794379,-0.391202471,0.128075645,-0.445564319,-0.112600945,0.196448934,0.088878138,-0.880796631,-0.135067405,0.130154915,0.236517384,0.478399875,-0.406094087,0.179332188,0.644916383,-0.428280587,-0.045996946,-3.96099123,0.379588125,-1.241690599,-0.945473306,-2.206799155,0.398071984,-0.889967745,-0.783203649,-1.462255383,0.585268266,-0.305315369,-0.438699618,0.365731318,0.503944771,0.264780754,-1.807130429,-0.508643877,-2.146909242,0.337981284,0.088865839,-8.616245215,0.065454301,-0.001304703,-1.174217327,EMEM
MDAMB175VII,Breast,-0.234831318,0.525022841,0.018930072,0.512174612,-0.235608171,-0.033270184,0.113936563,0.306501575,-0.970122636,-0.26046861,-0.170875585,0.173789629,0.45106546,-1.084147022,-0.094154041,-0.378200791,-0.232360054,-0.488316659,1.001579425,-1.188679704,-0.509481704,0.567090637,-0.47478303,-1.232321443,-0.023655141,-0.261446003,-0.167630418,-0.908768871,0.260044996,0.756719237,-1.558196863,0.049630057,-0.809671835,-1.243345586,-1.35502394,0.336527881,0.139948377,0.003760938,-0.123300794,-0.170984213,0.419650825,0.984974726,RPMI
SUPB15,Haematopoietic And Lymphoid Tissue,0.122062431,0.067744194,0.212684188,0.317818937,-0.11813545,-0.060875029,0.196945998,-0.01700354,-0.032746088,0.308023187,0.334840393,0.616114639,0.505488687,-0.049431189,0.101782663,-0.239070541,0.36214894,-0.115498578,0.243982554,-0.62839923,-0.829214972,-1.117772135,-0.014754739,-0.425856213,-0.673164421,-1.155982265,0.196306173,0.467157707,0.144992399,0.764028713,0.78759453,1.076715668,-0.836952176,-1.495433603,-1.141939813,0.879336303,-0.092028304,0.124884775,-0.066388652,0.239596598,0.371858639,0.283969653,RPMI
NCIH226,Lung,-0.31208793,0.073412238,-0.543202353,-0.629129303,0.19195435,-0.210217267,-0.8055145,-0.01420813,0.54805347,-0.563495945,-0.799842693,-1.088577676,-0.708102882,0.166144133,-0.279084675,-0.210671905,-0.843072146,-0.212784709,,-0.008919976,-0.789381729,-0.599538841,0.078039057,-0.145206213,-0.690561638,-0.790801008,0.619603078,-0.285239661,-0.247743236,-0.244684514,-0.59970362,0.026204589,-0.787515057,-0.618017797,-0.459868316,0.774718857,-0.658022564,-0.327697559,,-0.309388215,-0.35817679,-0.369962097,RPMI
NCIH1666,Lung,-2.021275823,-1.950368939,-1.901468905,-1.632459392,0.078810771,-0.034340866,-0.366758029,-0.187540106,0.989712421,-0.09479797,-0.396406514,-0.967160407,-1.053990283,0.246966756,-0.278044561,-0.405736535,-0.340480861,-0.638834279,,1.006209294,0.477431633,0.233568457,-0.039197338,0.684582516,0.644583395,0.211852343,-0.092410007,-0.680302387,0.106520697,0.369225946,-1.665143273,-0.685100816,-0.466160527,0.597006172,0.624716214,0.303859022,0.199801616,-0.01157885,,0.083991965,-0.174317868,-0.456676513,DMEM-F12 wGln wPyr
SW1783,Central Nervous System,-0.160691106,-0.31081803,-0.294477641,-1.211264677,0.083379235,0.795690298,0.269891586,0.108042665,0.06690853,-0.564597781,-0.937111017,-0.849771373,-0.891319543,-0.457079049,-0.008298557,-0.225968008,-0.764471444,-0.579578798,-0.705534083,0.460142212,0.06984416,-0.262297993,0.218451901,0.531371271,-0.205440141,-0.191110445,0.45994141,0.35413781,0.040713362,0.0791481,0.034937402,0.283840896,0.694250712,0.593880327,0.056339358,0.749173572,1.053887985,-0.044731258,0.14371788,0.021887811,0.072477014,0.116410677,RPMI
ISTMES1,Pleura,-0.15404326,-0.044048951,0,-0.087746856,-0.07063766,0.163964138,-0.027555688,-0.35298573,-0.880610872,-0.25717004,0.002894679,0.241424964,0.168294746,-1.111003759,-0.044138781,-0.531349119,-0.082453437,-0.237677454,,0.767321444,0.834821587,0.497182154,-0.094862754,0.868615362,0.638289963,0.525504302,-0.351020591,-0.041442893,-0.208108609,-0.3968374,-1.287590198,-1.200436018,0.296763087,0.074427621,-0.235510031,-0.512700679,-0.033919536,0.154941488,,0.070507411,-0.006224335,-0.188496096,RPMI
NCIH1734,Lung,0.276656077,0.332012966,0.043614078,-0.070731422,0.276728548,0.448277193,0.186226555,0.540074486,0.093469102,-0.232596313,-0.134240348,-0.487574771,-0.042528778,-0.307930378,0.288980162,-0.025732419,0.047756389,-0.087110551,,-0.448210348,-0.360430643,-0.376243633,-0.331157986,-0.534721687,-0.175560103,0.084151325,0.302355297,-0.375886822,-0.101085198,1.040986994,-0.316818378,-0.008016933,-0.601912585,-0.928615012,-0.266270807,-0.275289822,0.26452963,0.110647981,,0.161968193,0.352751293,0.134062436,RPMI
NCIH2342,Lung,0.16205568,0.261824697,-0.117050085,-1.542387066,0.393151158,0.189792362,-0.262572287,0.223264997,0.367935138,0.256555641,0.099296355,-0.386566805,-0.377860479,0.359987792,0.040283894,-0.184720625,-0.037456532,-0.265187873,0.784106762,-0.319387575,0.001836923,-0.11903681,-1.115613207,-0.051581776,0.267419869,0.499257151,-0.800116029,-0.164060782,0.284087204,0.326315635,0.156029442,0.071603789,-0.799029104,-0.487190688,-0.497468723,-1.070321542,0.144434066,0.006475819,0.040450375,-0.037705061,0.368298226,0.608105164,DMEM-F12 wGln
EBC1,Lung,-0.011324742,-0.663621231,-0.393762965,0.434613042,0.324208845,0.304716747,0.108542476,-0.235059001,0.092205146,-0.008570378,-0.169963278,-0.673558733,-1.177066691,-0.333323539,0.11934544,-0.283153851,-0.428654188,-0.74427074,3.412577271,-0.027182469,-0.203538463,-0.455324859,0.04206418,0.605650843,-0.018087763,-0.281954692,0.103694641,0.621123714,-0.108492027,-0.960022364,-0.398079693,-0.534623199,-0.17880707,-0.507045933,-0.526010561,-0.314815326,-0.22116204,-0.117795322,0.027335244,0.059832226,-0.193476338,-0.798031186,MEM
HS936T,Skin,0.070634706,-0.231276549,-0.277505241,0.727451526,0.136341793,-0.513070217,-0.909325559,-0.597631791,1.898126239,0.80277996,0.505103675,0.249942027,0.3665296,2.241174173,-0.341209572,0.278483584,1.059551252,1.179800026,-0.455944933,-0.693696748,-0.461379491,-1.467432018,-0.853765908,-0.603499411,-0.306680316,0.102842546,0.163531775,-0.13569736,0.261231348,0.675303555,0.544175295,0.659817803,0.46064862,0.699702963,0.485536402,-0.551080298,-0.657341193,-0.002628267,-0.140721004,-0.24458107,0.300062503,0.453168131,RPMI
T173,Fibroblast,0.412963176,0.427263444,0.171476003,,0.712739973,0.50277008,0.954791478,0.810392133,0.457568748,0.903943815,0.594606857,0.566126669,0.70145223,0.803340826,0.698495797,0.333679394,0.880573406,0.625747261,,0.604969979,0.553380887,0.478442653,0.44843244,0.889218001,0.93450395,0.263683425,0.635904281,0.87524521,0.494975037,0.070966189,0.333103559,0.447828236,0.098737012,,,0.006952273,0.98525869,0.561288921,,0.873272051,0.734694953,,DMEM wGlc
NCIH322,Lung,-0.585939467,-0.243509204,-0.79804889,-0.412910833,-0.80503752,-0.214023775,0.019851743,-0.055272617,0.03549588,-0.392432314,0.321204325,0.69683149,0.840629417,0.454691903,-0.043656346,0.930119033,0.29184973,0.834898969,-0.25288827,-1.001460163,-0.273108518,0.911875804,0.534159663,-0.980641352,0.218619505,0.990063405,0.222730895,-1.094714963,-0.025286199,0.68770926,-0.896102965,-0.645040454,-0.963591249,0.185992801,1.309500781,1.467176505,-0.140162019,-0.095763734,-0.062705589,-0.092411519,0.234769905,0.543787637,RPMI wGln
HS618T,Fibroblast,-0.081418407,-0.169273328,-0.613132611,0.020194691,-0.35213421,-0.363651245,-0.227095079,0.090723228,-0.734109581,0.408947508,0.443252954,0.159906707,0.101124729,0.228399043,-0.062862761,-0.318958514,-0.004057862,0.307775236,,1.224015975,0.169568762,0.09369204,-0.101460126,0.672117301,-0.19665777,-0.030761124,-0.156018037,-0.411674275,-0.091322865,-0.364092817,-0.476995079,-0.237913531,-0.023992034,0.43568733,0.599220928,0.671675201,-0.161086063,-0.160987064,,-0.079128613,-0.137234464,-0.032287698,DMEM wGlc
HS870T,Fibroblast,0.026017513,0.138464908,0.555526896,-0.072595239,-0.304412438,0.155333153,0.424971415,0.291453288,-0.263872236,-0.720664936,-0.334624663,0.076475812,0.100865346,-0.421869977,0.051752213,0.275412853,-0.151621653,0.438486196,,0.0846041,-0.184704735,-0.808453174,-0.457012876,0.102071513,-0.319982712,-0.568570034,0.074056862,-0.001379634,-0.12913695,0.053808211,0.234901121,0.340929994,1.099369031,0.737996166,-0.114312641,-0.012564837,0.56384479,-0.252279046,,0.204017727,0.060536701,-0.051385397,RPMI
PANC1,Pancreas,-0.155761817,0.058682677,0.300556078,,-0.196082016,-0.138764733,-0.146968093,0.180416956,0.286347698,-0.251819723,-0.290702215,-0.199298764,0.265695787,0.194695309,-0.103406362,0.043912198,-0.535192318,-0.143640772,0.73989803,-1.527805442,-1.932458419,-1.768500308,-1.261637027,-0.939211018,-1.138127139,-0.678106999,-0.449374383,-0.094240572,-0.191430779,0.129009595,0.27858469,0.70258402,-1.854030431,-1.575167099,-1.327715624,-0.958711329,-1.139275357,-0.235758567,-0.177694544,-0.142342802,-0.191930861,-0.192324607,RPMI
NCIH2291,Lung,-0.132713894,-0.35378804,-0.269486177,-0.224727707,-0.987014666,-0.543879538,-0.11900061,0.01420813,-0.729678869,-0.202291578,-0.002191433,0.061595889,0.477353139,-0.282727601,-0.141276347,-0.241785139,-0.414628986,-0.333078213,,-0.488138813,-0.88701929,-1.313084717,-1.07934092,-0.550851143,-0.718430515,-0.672691388,-0.436654438,-0.334009536,-0.269466975,-0.148459544,-0.009464144,0.571202016,-1.467431764,-0.713307136,-0.626288734,-0.787187832,-1.345444972,-0.350199957,,-0.240937721,-0.412707459,-0.670478459,RPMI
T47D,Breast,0.084600511,0.805610145,0.871175891,-0.734343433,-0.531623673,0.131720438,0.156258393,0.252731918,1.08651376,0.216802036,0.058984509,0.029307987,-0.065814893,0.847127382,-0.059665469,0.586412597,0.01848667,1.136630442,0.779234364,-0.996932334,-0.584116031,-0.845365662,-1.268303427,-0.332537122,-0.606169667,-0.596733936,-0.267953749,-0.291875113,0.285017026,0.233684035,0.513279036,0.836987516,1.352992027,-0.306702259,0.365728158,0.547334944,-0.139776844,-0.243939581,1.627086385,0.288974055,0.694536525,-0.571384524,RPMI
BICR16,Upper Aerodigestive Tract,0.318464913,-0.19453041,-2.812040211,0.497253058,0.137870212,0.341657989,0.161398773,-0.256409206,0.222771432,-0.185074534,-0.070947755,-0.100651454,-0.058457758,-0.206274007,0.424423603,-0.080621951,-0.103058535,-0.550519858,1.792100926,0.495436264,-0.070968567,-0.5510057,0.206107967,0.329280456,-0.055195311,-0.787259208,0.613680038,0.758501391,0.243702705,0.098202744,0.49154907,0.766988752,0.064674957,,-0.05199735,0.334913066,0.361820698,0.329328431,0.682518553,0.257256482,0.158532043,-0.226098453,DMEM wGln
TE10,Oesophagus,-0.054268888,0.369012287,0.243257081,-4.528461038,0.152346562,0.278830128,-0.05601085,-0.075298479,-1.064892054,0.112406535,0.135517423,0.070629984,0.129181208,-1.026249009,-0.013717888,0.490342844,-0.240022324,-0.135483625,-4.390444653,-0.113197919,0.188989316,-0.089515965,-0.083450983,-0.117323759,0.118380306,0.209897855,0.270212608,-0.208197211,0.13222962,0.059653839,-0.463086901,-0.006682048,-0.322470825,-1.360448855,-0.50042549,-0.823084416,-0.099276745,-0.000806943,-8.424210262,0.057317559,-0.12972345,-0.678799333,RPMI
SKMEL28,Skin,-0.069442217,0.348408212,0.152706525,0.841692491,0.139016652,-0.148365442,-0.342603322,-0.526624544,0.872961836,0.505759612,0.434806808,0.239304721,0.002385885,1.104040776,-0.296599398,0.072258381,-0.031842799,-0.173916182,-2.036687363,-1.102366576,-0.577374887,-0.20959058,-0.277159316,-1.143946339,-0.389225529,-0.618745073,-0.278612697,-0.324605709,0.150697096,0.370357801,0.545643173,0.759556902,-1.00018283,-0.677285442,-0.124252863,-0.065839397,-1.051973754,-0.077905571,-0.132675572,-0.020548727,0.269753248,0.8172475,RPMI
BICR6,Upper Aerodigestive Tract,-0.193153542,-0.226485665,0.128974382,,-0.28927083,-0.23940327,-0.187386935,0.003045255,-0.150721315,-0.288426525,-0.205818049,0.220521037,0.683219195,0.189619778,-0.063799907,-0.125745668,0.333264955,0.37145021,-6.612463245,-0.441443078,-0.915085978,-0.763705679,0.309527059,-0.131323494,-0.792050157,-0.743304253,0.169193467,0.439403554,-0.323876594,-1.334592478,0.685394365,0.215728433,-0.925994781,-2.490015186,-1.898806132,-1.658711733,-0.44192405,-0.043340531,,-0.209661877,-0.649207165,-2.826246743,DMEM wGln
BHY,Upper Aerodigestive Tract,-0.067919833,0.004733041,-0.35751612,0.062389033,0.196559142,0.474043341,0.363390294,0.091071762,0.715052998,-0.576979578,-0.367542492,-0.394657454,-0.359963957,-0.069809,0.012798152,-0.254786742,-0.082412963,-1.065359967,,-0.044457158,0.145934937,-0.631718661,0.298640958,0.065687368,0.208194617,-0.91780783,0.976964427,0.182030376,0.16308734,-0.174658219,0.682005529,0.192344223,-0.314353163,-0.377176313,-0.075788758,-1.085770363,0.133376688,0.07149953,,0.072972961,-0.253702077,-0.497316381,DMEM
SH4,Skin,-0.102580837,0.106674127,0.211835641,-0.287120263,-0.174610815,-0.951155093,0.108983976,0.022958952,0.145429843,-0.348983119,-0.342703768,0.168595038,0.339272962,0.305354349,-0.043452738,-0.5239624,0.368712272,0.049305441,-0.219297289,-0.709633877,-0.013232625,0.300124476,-0.107776622,-0.966035072,-0.13555474,0.728709945,-0.046093354,-0.814138332,-0.529125247,0.242640333,0.178073564,0.178672718,-1.377801669,-0.224505725,0.215139477,-0.355950254,-0.459210866,-0.075386899,0.133926849,-0.107719509,-0.071894104,0.106244874,DMEM
